W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.645,-0.4,-2.910087477,0.0047,0.0019,0.002286881,0.000924484,CLAS phi
2.645,-0.3,-2.704567365,0.0041,0.0016,0.001994939,0.000778513,CLAS phi
2.645,-0.2,-2.499047252,0.0025,0.001,0.001216426,0.00048657,CLAS phi
2.645,-0.1,-2.293527139,0.0032,0.001,0.001557025,0.00048657,CLAS phi
2.645,0,-2.088007027,0.007,0.0015,0.003405993,0.000729856,CLAS phi
2.645,0.1,-1.882486914,0.0094,0.0018,0.004573762,0.000875827,CLAS phi
2.645,0.2,-1.676966801,0.0183,0.0025,0.008904238,0.001216426,CLAS phi
2.645,0.3,-1.471446688,0.0321,0.0035,0.015618909,0.001702996,CLAS phi
2.655,0.37,-1.34407925,0.049,0.0067,0.023530085,0.003217379,CLAS phi
2.655,0.42,-1.239957227,0.0662,0.0078,0.031789624,0.003745605,CLAS phi
2.655,0.47,-1.135835204,0.0774,0.0093,0.037167929,0.004465914,CLAS phi
2.655,0.53,-1.010888777,0.1127,0.0123,0.054119194,0.005906531,CLAS phi
2.655,0.57,-0.927591159,0.1441,0.014,0.069197657,0.006722881,CLAS phi
2.655,0.62,-0.823469136,0.195,0.0175,0.093640132,0.008403602,CLAS phi
2.655,0.67,-0.719347113,0.2597,0.0225,0.124709448,0.010804631,CLAS phi
2.655,0.72,-0.61522509,0.3662,0.0325,0.175851367,0.015606689,CLAS phi
2.655,0.78,-0.490278663,0.5689,0.0435,0.273189084,0.020888953,CLAS phi
2.655,0.82,-0.406981045,0.7053,0.0482,0.338689156,0.02314592,CLAS phi
2.655,0.88,-0.282034617,1.0743,0.07,0.515885099,0.033614406,CLAS phi
2.655,0.93,-0.177912594,1.6046,0.1577,0.770538238,0.075728456,CLAS phi
2.655,-0.8,-3.780534584,0.005,0.0035,0.002401029,0.00168072,CLAS phi
2.655,-0.7,-3.572290538,0.0053,0.0032,0.002545091,0.001536659,CLAS phi
2.655,-0.6,-3.364046493,0.007,0.0028,0.003361441,0.001344576,CLAS phi
2.655,-0.5,-3.155802447,0.0048,0.0018,0.002304988,0.00086437,CLAS phi
2.655,-0.4,-2.947558401,0.0036,0.0016,0.001728741,0.000768329,CLAS phi
2.655,-0.3,-2.739314356,0.0063,0.0019,0.003025297,0.000912391,CLAS phi
2.655,-0.2,-2.53107031,0.0067,0.0017,0.003217379,0.00081635,CLAS phi
2.655,-0.1,-2.322826264,0.0063,0.0016,0.003025297,0.000768329,CLAS phi
2.655,0,-2.114582219,0.0108,0.002,0.005186223,0.000960412,CLAS phi
2.655,0.1,-1.906338173,0.0127,0.0021,0.006098614,0.001008432,CLAS phi
2.655,0.2,-1.698094128,0.0177,0.0027,0.008499643,0.001296556,CLAS phi
2.655,0.3,-1.489850082,0.0275,0.0032,0.01320566,0.001536659,CLAS phi
2.665,0.37,-1.360645086,0.0465,0.0059,0.022040414,0.002796526,CLAS phi
2.665,0.42,-1.255157048,0.0576,0.0066,0.027301674,0.003128317,CLAS phi
2.665,0.47,-1.14966901,0.0696,0.0085,0.032989522,0.004028893,CLAS phi
2.665,0.53,-1.023083364,0.1059,0.0113,0.050195265,0.005356058,CLAS phi
2.665,0.57,-0.938692934,0.1465,0.013,0.069439153,0.006161836,CLAS phi
2.665,0.62,-0.833204896,0.1814,0.0156,0.085981313,0.007394203,CLAS phi
2.665,0.67,-0.727716858,0.2233,0.0197,0.105841385,0.009337552,CLAS phi
2.665,0.72,-0.62222882,0.3455,0.0277,0.163762644,0.013129451,CLAS phi
2.665,0.78,-0.495643175,0.5549,0.0407,0.263015604,0.019291287,CLAS phi
2.665,0.82,-0.411252744,0.749,0.049,0.355016557,0.023225382,CLAS phi
2.665,0.88,-0.284667099,0.9944,0.0646,0.471333063,0.030619586,CLAS phi
2.665,0.93,-0.179179061,1.7314,0.1709,0.820661771,0.081004445,CLAS phi
2.665,-0.79,-3.807967565,0.0037,0.0032,0.001753753,0.00151676,CLAS phi
2.665,-0.69,-3.59699149,0.0023,0.0017,0.001090171,0.000805779,CLAS phi
2.665,-0.6,-3.407113021,0.0028,0.0017,0.001327165,0.000805779,CLAS phi
2.665,-0.49,-3.175039338,0.0022,0.0011,0.001042772,0.000521386,CLAS phi
2.665,-0.4,-2.98516087,0.0026,0.0012,0.001232367,0.000568785,CLAS phi
2.665,-0.3,-2.774184794,0.0033,0.0011,0.001564158,0.000521386,CLAS phi
2.665,-0.2,-2.563208718,0.0025,0.0009,0.001184968,0.000426589,CLAS phi
2.665,-0.1,-2.352232642,0.0058,0.0014,0.002749127,0.000663582,CLAS phi
2.665,0,-2.141256566,0.0059,0.0013,0.002796526,0.000616184,CLAS phi
2.665,0.1,-1.93028049,0.0108,0.0018,0.005119064,0.000853177,CLAS phi
2.665,0.2,-1.719304415,0.0163,0.0024,0.007725994,0.00113757,CLAS phi
2.665,0.3,-1.508328339,0.0278,0.0031,0.01317685,0.001469361,CLAS phi
2.675,0.37,-1.377279885,0.0351,0.0054,0.016423644,0.002526715,CLAS phi
2.675,0.42,-1.27042175,0.0604,0.0072,0.02826177,0.003368953,CLAS phi
2.675,0.47,-1.163563615,0.0774,0.0088,0.036216241,0.004117609,CLAS phi
2.675,0.53,-1.035333854,0.1027,0.0112,0.048054367,0.005240593,CLAS phi
2.675,0.57,-0.949847346,0.1403,0.013,0.065647786,0.006082831,CLAS phi
2.675,0.62,-0.842989211,0.2065,0.0174,0.096623435,0.008141636,CLAS phi
2.675,0.67,-0.736131077,0.2266,0.0207,0.106028428,0.009685739,CLAS phi
2.675,0.72,-0.629272942,0.3476,0.0285,0.162645549,0.013335438,CLAS phi
2.675,0.78,-0.50104318,0.5606,0.0466,0.2623104,0.02180461,CLAS phi
2.675,0.82,-0.415556673,0.7369,0.048,0.344802949,0.022459685,CLAS phi
2.675,0.88,-0.287326911,1.1407,0.0723,0.533745046,0.0338299,CLAS phi
2.675,0.93,-0.180468776,2.2631,0.3035,1.058927337,0.142010714,CLAS phi
2.675,-0.79,-3.856388609,0.0068,0.0042,0.003181789,0.001965222,CLAS phi
2.675,-0.7,-3.664043967,0.008,0.0032,0.003743281,0.001497312,CLAS phi
2.675,-0.61,-3.471699325,0.0045,0.0021,0.002105595,0.000982611,CLAS phi
2.675,-0.49,-3.215239801,0.0055,0.0021,0.002573506,0.000982611,CLAS phi
2.675,-0.4,-3.022895159,0.0023,0.0011,0.001076193,0.000514701,CLAS phi
2.675,-0.3,-2.80917889,0.0025,0.001,0.001169775,0.00046791,CLAS phi
2.675,-0.2,-2.59546262,0.0033,0.0011,0.001544103,0.000514701,CLAS phi
2.675,-0.1,-2.381746351,0.0029,0.0009,0.001356939,0.000421119,CLAS phi
2.675,0,-2.168030081,0.0044,0.0011,0.002058804,0.000514701,CLAS phi
2.675,0.1,-1.954313812,0.0074,0.0015,0.003462535,0.000701865,CLAS phi
2.675,0.2,-1.740597543,0.0127,0.002,0.005942458,0.00093582,CLAS phi
2.675,0.3,-1.526881273,0.0275,0.0031,0.012867528,0.001450521,CLAS phi
2.685,0.37,-1.393983426,0.0501,0.0068,0.023144652,0.00314139,CLAS phi
2.685,0.42,-1.285751082,0.0532,0.0068,0.024576757,0.00314139,CLAS phi
2.685,0.47,-1.177518737,0.0775,0.0094,0.035802606,0.00434251,CLAS phi
2.685,0.53,-1.047639923,0.105,0.0117,0.048506757,0.005405039,CLAS phi
2.685,0.57,-0.961054048,0.1532,0.0141,0.070773668,0.006513764,CLAS phi
2.685,0.62,-0.852821703,0.1629,0.0153,0.075254768,0.007068127,CLAS phi
2.685,0.67,-0.744589358,0.252,0.0228,0.116416216,0.010532896,CLAS phi
2.685,0.72,-0.636357014,0.3573,0.0307,0.165061563,0.014182452,CLAS phi
2.685,0.78,-0.5064782,0.5379,0.0385,0.248493185,0.017785811,CLAS phi
2.685,0.82,-0.419892324,0.8098,0.0542,0.374102586,0.025038726,CLAS phi
2.685,0.88,-0.290013511,1.0326,0.0699,0.477029304,0.032291641,CLAS phi
2.685,0.93,-0.181781166,1.7468,0.18,0.806967642,0.08315444,CLAS phi
2.685,-0.8,-3.926620291,0.0081,0.0047,0.00374195,0.002171255,CLAS phi
2.685,-0.7,-3.710155602,0.0048,0.0027,0.002217452,0.001247317,CLAS phi
2.685,-0.6,-3.493690913,0.0055,0.0028,0.00254083,0.001293514,CLAS phi
2.685,-0.51,-3.298872692,0.0024,0.0018,0.001108726,0.000831544,CLAS phi
2.685,-0.4,-3.060761534,0.0059,0.0021,0.002725618,0.000970135,CLAS phi
2.685,-0.3,-2.844296845,0.0041,0.0015,0.001894073,0.000692954,CLAS phi
2.685,-0.2,-2.627832155,0.0032,0.0011,0.001478301,0.000508166,CLAS phi
2.685,-0.1,-2.411367466,0.0033,0.0011,0.001524498,0.000508166,CLAS phi
2.685,0,-2.194902777,0.0048,0.0012,0.002217452,0.000554363,CLAS phi
2.685,0.1,-1.978438087,0.0087,0.0017,0.004019131,0.000785347,CLAS phi
2.685,0.2,-1.761973398,0.0146,0.0023,0.006744749,0.001062529,CLAS phi
2.685,0.3,-1.545508709,0.0332,0.0036,0.015337374,0.001663089,CLAS phi
2.695,0.37,-1.410755499,0.0419,0.0061,0.019113098,0.002782575,CLAS phi
2.695,0.42,-1.301144801,0.0554,0.0069,0.025271256,0.003147503,CLAS phi
2.695,0.47,-1.191534103,0.0555,0.0072,0.025316872,0.003284351,CLAS phi
2.695,0.53,-1.060001266,0.0857,0.0105,0.039092899,0.004789678,CLAS phi
2.695,0.57,-0.972312707,0.1441,0.0141,0.065732635,0.006431854,CLAS phi
2.695,0.62,-0.862702009,0.2143,0.0182,0.097755057,0.008302109,CLAS phi
2.695,0.67,-0.753091311,0.2649,0.0232,0.120836745,0.010582909,CLAS phi
2.695,0.72,-0.643480613,0.3821,0.0331,0.17429868,0.015098891,CLAS phi
2.695,0.78,-0.511947776,0.5198,0.0373,0.237111892,0.017014763,CLAS phi
2.695,0.82,-0.424259217,0.7545,0.0516,0.34417261,0.023537848,CLAS phi
2.695,0.88,-0.29272638,1.1587,0.0798,0.528552423,0.036401556,CLAS phi
2.695,0.93,-0.183115682,1.7739,0.1763,0.809181965,0.080420982,CLAS phi
2.695,-0.8,-3.975645832,0.0132,0.0075,0.00602131,0.003421199,CLAS phi
2.695,-0.71,-3.778346576,0.0049,0.0033,0.002235183,0.001505328,CLAS phi
2.695,-0.61,-3.55912518,0.0033,0.0021,0.001505328,0.000957936,CLAS phi
2.695,-0.5,-3.317981644,0.0029,0.0013,0.001322864,0.000593008,CLAS phi
2.695,-0.4,-3.098760248,0.0036,0.0016,0.001642175,0.000729856,CLAS phi
2.695,-0.3,-2.879538852,0.0025,0.001,0.0011404,0.00045616,CLAS phi
2.695,-0.2,-2.660317456,0.0039,0.0013,0.001779023,0.000593008,CLAS phi
2.695,-0.1,-2.44109606,0.0027,0.001,0.001231632,0.00045616,CLAS phi
2.695,0,-2.221874664,0.0038,0.0012,0.001733407,0.000547392,CLAS phi
2.695,0.1,-2.002653268,0.0067,0.0015,0.003056271,0.00068424,CLAS phi
2.695,0.2,-1.783431872,0.0206,0.0028,0.009396893,0.001277248,CLAS phi
2.695,0.3,-1.564210476,0.0302,0.0034,0.013776028,0.001550944,CLAS phi
2.705,0.37,-1.427595902,0.0398,0.0054,0.017929022,0.002432581,CLAS phi
2.705,0.42,-1.316602679,0.0516,0.0065,0.023244662,0.002928107,CLAS phi
2.705,0.47,-1.205609455,0.0665,0.0079,0.029956784,0.003558776,CLAS phi
2.705,0.53,-1.072417587,0.089,0.0103,0.040092538,0.004639923,CLAS phi
2.705,0.57,-0.983623008,0.1258,0.0118,0.056670126,0.00531564,CLAS phi
2.705,0.62,-0.872629784,0.1923,0.0161,0.08662691,0.007252695,CLAS phi
2.705,0.67,-0.761636561,0.2384,0.0203,0.107393944,0.009144702,CLAS phi
2.705,0.72,-0.650643337,0.3535,0.0292,0.159243956,0.013153956,CLAS phi
2.705,0.78,-0.517451469,0.5108,0.0387,0.230104138,0.017433497,CLAS phi
2.705,0.82,-0.42865689,0.7659,0.0513,0.345021063,0.023109519,CLAS phi
2.705,0.88,-0.295465022,1.1428,0.0768,0.514806203,0.034596707,CLAS phi
2.705,0.93,-0.184471799,1.7602,0.1459,0.792931291,0.065724733,CLAS phi
2.705,-0.79,-4.002638688,0.0126,0.0063,0.005676022,0.002838011,CLAS phi
2.705,-0.7,-3.802850886,0.0031,0.002,0.001396482,0.000900956,CLAS phi
2.705,-0.59,-3.558665794,0.0049,0.0024,0.002207342,0.001081147,CLAS phi
2.705,-0.5,-3.358877991,0.002,0.0011,0.000900956,0.000495526,CLAS phi
2.705,-0.4,-3.136891544,0.0052,0.002,0.002342485,0.000900956,CLAS phi
2.705,-0.3,-2.914905097,0.0031,0.0013,0.001396482,0.000585621,CLAS phi
2.705,-0.2,-2.69291865,0.0054,0.0015,0.002432581,0.000675717,CLAS phi
2.705,-0.1,-2.470932203,0.0033,0.001,0.001486577,0.000450478,CLAS phi
2.705,0,-2.248945756,0.0038,0.0011,0.001711816,0.000495526,CLAS phi
2.705,0.1,-2.026959309,0.0085,0.0016,0.003829063,0.000720765,CLAS phi
2.705,0.2,-1.804972862,0.0164,0.0023,0.007387838,0.001036099,CLAS phi
2.705,0.3,-1.582986415,0.0262,0.003,0.011802522,0.001351434,CLAS phi
2.715,0.37,-1.444504442,0.0455,0.0059,0.020243825,0.002625023,CLAS phi
2.715,0.42,-1.332124493,0.0523,0.0067,0.023269276,0.002980959,CLAS phi
2.715,0.47,-1.219744544,0.0675,0.0083,0.030032048,0.00369283,CLAS phi
2.715,0.53,-1.084888606,0.0854,0.0095,0.037996102,0.004226733,CLAS phi
2.715,0.57,-0.994984646,0.1132,0.0109,0.050364857,0.00484962,CLAS phi
2.715,0.62,-0.882604698,0.1851,0.0159,0.082354549,0.007074216,CLAS phi
2.715,0.67,-0.770224749,0.2593,0.023,0.115367556,0.010233142,CLAS phi
2.715,0.72,-0.6578448,0.3612,0.0285,0.160704825,0.012680198,CLAS phi
2.715,0.78,-0.522988861,0.5429,0.0404,0.241546648,0.017974737,CLAS phi
2.715,0.82,-0.433084902,0.7614,0.0491,0.338761499,0.021845534,CLAS phi
2.715,0.88,-0.298228963,1.3018,0.0804,0.57919585,0.035771506,CLAS phi
2.715,0.93,-0.185849014,1.7803,0.174,0.7920897,0.077415946,CLAS phi
2.715,-0.79,-4.051719256,0.014,0.0095,0.006228869,0.004226733,CLAS phi
2.715,-0.7,-3.849435348,0.0084,0.0032,0.003737322,0.001423742,CLAS phi
2.715,-0.6,-3.624675451,0.0055,0.002,0.002447056,0.000889838,CLAS phi
2.715,-0.5,-3.399915553,0.0055,0.002,0.002447056,0.000889838,CLAS phi
2.715,-0.4,-3.175155655,0.0034,0.0015,0.001512725,0.000667379,CLAS phi
2.715,-0.3,-2.950395757,0.0033,0.0013,0.001468233,0.000578395,CLAS phi
2.715,-0.2,-2.725635859,0.0036,0.0011,0.001601709,0.000489411,CLAS phi
2.715,-0.1,-2.500875962,0.0036,0.001,0.001601709,0.000444919,CLAS phi
2.715,0,-2.276116064,0.0043,0.0011,0.001913153,0.000489411,CLAS phi
2.715,0.1,-2.051356166,0.0094,0.0016,0.004182241,0.000711871,CLAS phi
2.715,0.2,-1.826596268,0.0159,0.0023,0.007074216,0.001023314,CLAS phi
2.715,0.3,-1.601836371,0.028,0.003,0.012457738,0.001334758,CLAS phi
2.725,0.37,-1.461480935,0.0328,0.0048,0.014414934,0.002109503,CLAS phi
2.725,0.42,-1.347710035,0.0486,0.006,0.021358713,0.002636878,CLAS phi
2.725,0.47,-1.233939134,0.0544,0.0071,0.023907695,0.003120306,CLAS phi
2.725,0.53,-1.097414053,0.1041,0.011,0.045749836,0.004834277,CLAS phi
2.725,0.57,-1.006397333,0.1407,0.0121,0.061834792,0.005317704,CLAS phi
2.725,0.62,-0.892626433,0.1977,0.0164,0.086885135,0.007207467,CLAS phi
2.725,0.67,-0.778855532,0.2129,0.0188,0.093565226,0.008262218,CLAS phi
2.725,0.72,-0.665084632,0.3963,0.0316,0.174165801,0.013887558,CLAS phi
2.725,0.78,-0.528559551,0.5637,0.0387,0.247734701,0.017007864,CLAS phi
2.725,0.82,-0.43754283,0.7039,0.0451,0.309349753,0.019820534,CLAS phi
2.725,0.88,-0.30101775,1.1998,0.0775,0.527287731,0.034059676,CLAS phi
2.725,0.93,-0.187246849,2.2335,0.3987,0.981577886,0.175220552,CLAS phi
2.725,-0.79,-4.100965827,0.0023,0.0026,0.001010803,0.001142647,CLAS phi
2.725,-0.7,-3.896178206,0.0019,0.0017,0.000835011,0.000747115,CLAS phi
2.725,-0.6,-3.668636405,0.0026,0.0015,0.001142647,0.00065922,CLAS phi
2.725,-0.49,-3.418340424,0.0015,0.001,0.00065922,0.00043948,CLAS phi
2.725,-0.41,-3.236306983,0.004,0.0021,0.001757919,0.000922907,CLAS phi
2.725,-0.3,-2.986011002,0.0047,0.0015,0.002065555,0.00065922,CLAS phi
2.725,-0.19,-2.735715021,0.0031,0.0011,0.001362387,0.000483428,CLAS phi
2.725,-0.1,-2.5309274,0.0023,0.0008,0.001010803,0.000351584,CLAS phi
2.725,0,-2.303385599,0.0042,0.001,0.001845815,0.00043948,CLAS phi
2.725,0.1,-2.075843798,0.0067,0.0014,0.002944514,0.000615272,CLAS phi
2.725,0.2,-1.848301997,0.0126,0.002,0.005537444,0.000878959,CLAS phi
2.725,0.3,-1.620760196,0.0268,0.0029,0.011778056,0.001274491,CLAS phi
2.735,0.37,-1.478525205,0.0404,0.0056,0.017539883,0.002431271,CLAS phi
2.735,0.42,-1.363359102,0.0426,0.0057,0.018495025,0.002474686,CLAS phi
2.735,0.47,-1.248192998,0.0595,0.0074,0.025832254,0.003212751,CLAS phi
2.735,0.53,-1.109993673,0.0834,0.0096,0.036208571,0.004167893,CLAS phi
2.735,0.57,-1.01786079,0.1172,0.0115,0.050883027,0.004992789,CLAS phi
2.735,0.62,-0.902694687,0.1662,0.0151,0.072156648,0.006555748,CLAS phi
2.735,0.67,-0.787528583,0.2073,0.0196,0.09000044,0.008509448,CLAS phi
2.735,0.72,-0.672362479,0.3196,0.0267,0.138756105,0.011591952,CLAS phi
2.735,0.78,-0.534163155,0.4512,0.0327,0.195890972,0.014196886,CLAS phi
2.735,0.82,-0.442030272,0.7168,0.0494,0.311202679,0.021447283,CLAS phi
2.735,0.88,-0.303830947,0.8503,0.0636,0.369162441,0.027612291,CLAS phi
2.735,0.93,-0.188664844,1.5362,0.1711,0.666949715,0.07428401,CLAS phi
2.735,-0.79,-4.150378811,0.0106,0.0062,0.004602049,0.002691764,CLAS phi
2.735,-0.7,-3.943079825,0.0051,0.0024,0.002214193,0.001041973,CLAS phi
2.735,-0.6,-3.712747617,0.0043,0.0024,0.001866869,0.001041973,CLAS phi
2.735,-0.5,-3.48241541,0.0038,0.0019,0.001649791,0.000824895,CLAS phi
2.735,-0.41,-3.275116423,0.0011,0.0009,0.000477571,0.00039074,CLAS phi
2.735,-0.3,-3.021750995,0.0036,0.0014,0.00156296,0.000607818,CLAS phi
2.735,-0.2,-2.791418788,0.0026,0.0011,0.001128804,0.000477571,CLAS phi
2.735,-0.1,-2.56108658,0.0037,0.0014,0.001606375,0.000607818,CLAS phi
2.735,0,-2.330754373,0.003,0.0011,0.001302467,0.000477571,CLAS phi
2.735,0.1,-2.100422165,0.0043,0.0012,0.001866869,0.000520987,CLAS phi
2.735,0.2,-1.870089958,0.0133,0.0022,0.005774268,0.000955142,CLAS phi
2.735,0.3,-1.63975775,0.023,0.0027,0.009985577,0.00117222,CLAS phi
2.745,0.37,-1.495637084,0.0293,0.0046,0.012568032,0.001973138,CLAS phi
2.745,0.42,-1.379071501,0.0317,0.0045,0.013597496,0.001930244,CLAS phi
2.745,0.47,-1.262505918,0.0401,0.0062,0.017200617,0.002659447,CLAS phi
2.745,0.53,-1.122627219,0.0775,0.0088,0.033243089,0.003774699,CLAS phi
2.745,0.57,-1.029374753,0.0897,0.0089,0.038476194,0.003817593,CLAS phi
2.745,0.62,-0.91280917,0.1334,0.0126,0.057221007,0.005404683,CLAS phi
2.745,0.67,-0.796243587,0.1776,0.0166,0.076180291,0.007120455,CLAS phi
2.745,0.72,-0.679678005,0.2603,0.0221,0.111653884,0.009479642,CLAS phi
2.745,0.78,-0.539799305,0.3906,0.0295,0.167545167,0.012653821,CLAS phi
2.745,0.82,-0.446546839,0.5345,0.0372,0.229270076,0.015956683,CLAS phi
2.745,0.88,-0.30666814,0.7466,0.0515,0.320248903,0.022090569,CLAS phi
2.745,0.93,-0.190102557,1.8415,0.2714,0.78989868,0.116415152,CLAS phi
2.745,-0.81,-4.246584837,0.0212,0.0109,0.009093593,0.00467548,CLAS phi
2.745,-0.69,-3.966827438,0.0066,0.0038,0.002831024,0.001629984,CLAS phi
2.745,-0.6,-3.757009389,0.0067,0.0022,0.002873919,0.000943675,CLAS phi
2.745,-0.5,-3.523878224,0.0045,0.0017,0.001930244,0.000729203,CLAS phi
2.745,-0.4,-3.290747058,0.0027,0.0014,0.001158146,0.00060052,CLAS phi
2.745,-0.32,-3.104242126,0.0043,0.002,0.001844455,0.000857886,CLAS phi
2.745,-0.2,-2.824484727,0.0014,0.0007,0.00060052,0.00030026,CLAS phi
2.745,-0.1,-2.591353562,0.002,0.0008,0.000857886,0.000343154,CLAS phi
2.745,0,-2.358222396,0.0026,0.0009,0.001115252,0.000386049,CLAS phi
2.745,0.1,-2.125091231,0.0041,0.0011,0.001758667,0.000471837,CLAS phi
2.745,0.2,-1.891960065,0.0087,0.0016,0.003731805,0.000686309,CLAS phi
2.745,0.3,-1.6588289,0.0163,0.0022,0.006991772,0.000943675,CLAS phi
2.755,0.37,-1.51281641,0.0328,0.0046,0.013901915,0.001949659,CLAS phi
2.755,0.42,-1.394847049,0.0401,0.0053,0.016995938,0.002246346,CLAS phi
2.755,0.47,-1.276877688,0.0565,0.007,0.023946896,0.002966872,CLAS phi
2.755,0.53,-1.135314455,0.0648,0.0079,0.027464758,0.003348327,CLAS phi
2.755,0.57,-1.040938966,0.0969,0.0101,0.041069986,0.004280773,CLAS phi
2.755,0.62,-0.922969605,0.1733,0.0151,0.073451275,0.006399967,CLAS phi
2.755,0.67,-0.805000245,0.2248,0.0207,0.095278977,0.008773465,CLAS phi
2.755,0.72,-0.687030884,0.3681,0.0286,0.156015086,0.012121792,CLAS phi
2.755,0.78,-0.545467651,0.4985,0.0342,0.211283674,0.014495289,CLAS phi
2.755,0.82,-0.451092162,0.7111,0.0461,0.301391817,0.019538972,CLAS phi
2.755,0.88,-0.309528929,1.0573,0.0677,0.448124832,0.028693891,CLAS phi
2.755,0.93,-0.191559568,1.3066,0.122,0.553787861,0.051708342,CLAS phi
2.755,-0.79,-4.249705582,0.0067,0.0038,0.00283972,0.001610588,CLAS phi
2.755,-0.7,-4.037360733,0.0033,0.0018,0.001398668,0.00076291,CLAS phi
2.755,-0.61,-3.825015883,0.004,0.0021,0.001695355,0.000890062,CLAS phi
2.755,-0.5,-3.565483289,0.0029,0.0012,0.001229133,0.000508607,CLAS phi
2.755,-0.4,-3.329544567,0.0026,0.0011,0.001101981,0.000466223,CLAS phi
2.755,-0.3,-3.093605846,0.0033,0.0012,0.001398668,0.000508607,CLAS phi
2.755,-0.2,-2.857667124,0.0028,0.0009,0.001186749,0.000381455,CLAS phi
2.755,-0.1,-2.621728402,0.0024,0.0008,0.001017213,0.000339071,CLAS phi
2.755,0.01,-2.362195808,0.0025,0.0008,0.001059597,0.000339071,CLAS phi
2.755,0.1,-2.149850959,0.007,0.0014,0.002966872,0.000593374,CLAS phi
2.755,0.2,-1.913912237,0.0119,0.0018,0.005043682,0.00076291,CLAS phi
2.755,0.3,-1.677973515,0.0232,0.0026,0.009833062,0.001101981,CLAS phi
2.765,0.37,-1.530063029,0.0349,0.0047,0.0146175,0.001968546,CLAS phi
2.765,0.42,-1.410685568,0.0475,0.0056,0.019894878,0.002345501,CLAS phi
2.765,0.47,-1.291308108,0.0564,0.0069,0.02362255,0.002889993,CLAS phi
2.765,0.53,-1.148055155,0.0895,0.0096,0.037486138,0.00402086,CLAS phi
2.765,0.57,-1.052553187,0.1108,0.0109,0.04640742,0.004565351,CLAS phi
2.765,0.62,-0.933175727,0.1703,0.0143,0.071328373,0.005989405,CLAS phi
2.765,0.67,-0.813798266,0.2195,0.0187,0.091935278,0.007832299,CLAS phi
2.765,0.72,-0.694420806,0.3604,0.0271,0.150949768,0.011350551,CLAS phi
2.765,0.78,-0.551167853,0.5571,0.0374,0.233335505,0.015664599,CLAS phi
2.765,0.82,-0.455665885,0.7987,0.0509,0.334527137,0.021318932,CLAS phi
2.765,0.88,-0.312412932,1.3437,0.0923,0.562794683,0.038658889,CLAS phi
2.765,0.93,-0.193035472,1.9001,0.1833,0.795837,0.076773287,CLAS phi
2.765,-0.8,-4.323495603,0.014,0.0073,0.005863753,0.003057529,CLAS phi
2.765,-0.7,-4.084740682,0.008,0.0028,0.003350716,0.001172751,CLAS phi
2.765,-0.6,-3.845985761,0.0045,0.0021,0.001884778,0.000879563,CLAS phi
2.765,-0.5,-3.60723084,0.0033,0.0012,0.00138217,0.000502607,CLAS phi
2.765,-0.41,-3.392351411,0.0051,0.0017,0.002136082,0.000712027,CLAS phi
2.765,-0.3,-3.129720998,0.0024,0.001,0.001005215,0.00041884,CLAS phi
2.765,-0.2,-2.890966077,0.0019,0.0009,0.000795795,0.000376956,CLAS phi
2.765,-0.1,-2.652211157,0.002,0.0007,0.000837679,0.000293188,CLAS phi
2.765,0,-2.413456236,0.0033,0.0008,0.00138217,0.000335072,CLAS phi
2.765,0.1,-2.174701315,0.0026,0.0008,0.001088983,0.000335072,CLAS phi
2.765,0.2,-1.935946394,0.0101,0.0017,0.004230279,0.000712027,CLAS phi
2.765,0.3,-1.697191473,0.0213,0.0025,0.008921282,0.001047099,CLAS phi
2.775,0.37,-1.547376792,0.0232,0.004,0.009603452,0.001655768,CLAS phi
2.775,0.42,-1.42658689,0.0467,0.0057,0.019331086,0.002359469,CLAS phi
2.775,0.47,-1.305796987,0.0529,0.0066,0.021897526,0.002732016,CLAS phi
2.775,0.53,-1.160849103,0.0677,0.0079,0.028023866,0.003270141,CLAS phi
2.775,0.57,-1.064217181,0.1226,0.0111,0.050749275,0.004594755,CLAS phi
2.775,0.62,-0.943427278,0.1574,0.0136,0.065154453,0.00562961,CLAS phi
2.775,0.67,-0.822637376,0.2029,0.0181,0.083988808,0.007492348,CLAS phi
2.775,0.72,-0.701847473,0.3209,0.0293,0.132833951,0.012128497,CLAS phi
2.775,0.78,-0.55689959,0.48,0.0329,0.198692105,0.013618688,CLAS phi
2.775,0.82,-0.460267667,0.6817,0.0451,0.282184183,0.018668779,CLAS phi
2.775,0.88,-0.315319784,1.0745,0.0768,0.444780555,0.031790737,CLAS phi
2.775,0.93,-0.194529881,1.2161,0.1171,0.503394726,0.048472595,CLAS phi
2.775,-0.79,-4.349702537,0.0076,0.0033,0.003145958,0.001366008,CLAS phi
2.775,-0.7,-4.132280712,0.0061,0.0024,0.002525045,0.000993461,CLAS phi
2.775,-0.6,-3.890700906,0.0027,0.0013,0.001117643,0.000538124,CLAS phi
2.775,-0.49,-3.62496312,0.0029,0.0013,0.001200431,0.000538124,CLAS phi
2.775,-0.4,-3.407541295,0.0029,0.0012,0.001200431,0.00049673,CLAS phi
2.775,-0.3,-3.16596149,0.0029,0.001,0.001200431,0.000413942,CLAS phi
2.775,-0.2,-2.924381684,0.0016,0.0007,0.000662307,0.000289759,CLAS phi
